"id","name","screen_name","statuses_count","followers_count","friends_count","favourites_count","listed_count","created_at","url","lang","time_zone","location","default_profile","default_profile_image","geo_enabled","profile_image_url","profile_banner_url","profile_use_background_image","profile_background_image_url_https","profile_text_color","profile_image_url_https","profile_sidebar_border_color","profile_background_tile","profile_sidebar_fill_color","profile_background_image_url","profile_background_color","profile_link_color","utc_offset","protected","verified","description","updated","dataset"
"349392750","suraj jadhao","surajjadhao","1444","35","390","1283","0","Sat Aug 06 01:23:19 +0000 2011",,"en",,"amravati ,maharatra ,india",,,,"http://a0.twimg.com/profile_images/1479975760/K.__RAJ_VEER____NKT__normal.jpg",NULL,"1","https://si0.twimg.com/profile_background_images/598826545/18xlh1c3aqy7x08qa8dw.jpeg","333333","https://si0.twimg.com/profile_images/1479975760/K.__RAJ_VEER____NKT__normal.jpg","C0DEED","1","DDEEF6","http://a0.twimg.com/profile_background_images/598826545/18xlh1c3aqy7x08qa8dw.jpeg","1A1B1F","2FC2EF",,,,"i am  a very simpal and angry pearson","2015-02-14 10:40:01","INT"
"475732319","Nirmal","smartnirmal","1351","7","328","1273","1","Fri Jan 27 11:24:28 +0000 2012",,"en",,,"1","1",,"http://a0.twimg.com/sticky/default_profile_images/default_profile_6_normal.png",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/sticky/default_profile_images/default_profile_6_normal.png","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,,"2015-02-14 10:40:01","INT"
"616204178","Rochell Camacho","rochellcam","43","17","641","0","0","Sat Jun 23 15:30:29 +0000 2012",,"en",,"DIADEMA,  SAO PAULO ,BRASIL","1",,,"http://a0.twimg.com/profile_images/3208002778/7bd23a3a02163937cd481a2db332dd99_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3208002778/7bd23a3a02163937cd481a2db332dd99_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,"USO MU  ESPAÇO NO RADIO  PARA AJUDAR PESSOAL CARENTES, ELAS PRESCISAM DE VCE !","2015-02-14 10:40:01","INT"
"616205123","Thomasena Frank","thomasenafr","50","20","630","0","0","Sat Jun 23 15:31:34 +0000 2012",,"en",,"In your house!","1",,,"http://a0.twimg.com/profile_images/3208005238/0981b93f11f83e81d299256300b86cdb_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3208005238/0981b93f11f83e81d299256300b86cdb_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,"1/2 of Since Designs, Sincerely Beautiful, its in the name. Located in Western & Souten CT. Website to come soon!!!","2015-02-14 10:40:01","INT"
"616205288","Arnetta Whitfield","whitfieldhzbja","68","22","602","0","0","Sat Jun 23 15:31:45 +0000 2012",,"en",,"Arizona","1",,,"http://a0.twimg.com/profile_images/3218682063/5d30adf46372a36711ab22b3b86c9876_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3218682063/5d30adf46372a36711ab22b3b86c9876_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,"Bref ... Bah Moi C'est Maeva , u Ihendry , née en 1997 a Mada , aime faire du tennis , watch TV , dormr xD , ...","2015-02-14 10:40:01","INT"
"616205957","Tonia Jacobs","toniajacobsoeoi","60","14","592","0","0","Sat Jun 23 15:32:21 +0000 2012",,"en",,"Ачинск","1",,,"http://a0.twimg.com/profile_images/3215406168/5fb1a9c720199741e1f392a043c8d936_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3215406168/5fb1a9c720199741e1f392a043c8d936_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,,"2015-02-14 10:40:01","INT"
"616206143","Kasandra Bentley","kasandrapt","52","27","620","0","0","Sat Jun 23 15:32:47 +0000 2012",,"en",,"Rio Grande do Sul","1",,,"http://a0.twimg.com/profile_images/3210242041/e12b77afe34dfc91418a711eea01a448_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3210242041/e12b77afe34dfc91418a711eea01a448_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,"Rio Grande do sul, GRÊMIO, cimarrão, moda, vodka,musica, livros, praia, doritos, festas, frio, namorar.","2015-02-14 10:40:01","INT"
"616206149","Stefania Sears","searsfo","67","32","639","0","0","Sat Jun 23 15:32:53 +0000 2012",,"en",,"queens  newyork","1",,,"http://a0.twimg.com/profile_images/3248479875/cde4c3fed16f5d53221a8584bb52d4f8_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3248479875/cde4c3fed16f5d53221a8584bb52d4f8_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,"Hello Everyone my name is justin, If i had to describe myself i am someone who is gal-oriented. I am intelligent andcan carry on a meaningful conversation.","2015-02-14 10:40:01","INT"
"616206200","Shamika Stark","shamikagbeav","44","21","614","0","0","Sat Jun 23 15:32:47 +0000 2012",,"en",,"pontianak","1",,,"http://a0.twimg.com/profile_images/3230028337/a2d589af05ec47db8666e7f772b88fc1_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3230028337/a2d589af05ec47db8666e7f772b88fc1_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,"hal menarikbelum tentuyang terbaik","2015-02-14 10:40:01","INT"
"616206215","Esperanza Maxwell","maxwellln","66","23","650","0","0","Sat Jun 23 15:32:52 +0000 2012",,"en",,"malaysia","1",,,"http://a0.twimg.com/profile_images/3230047761/e89a7c3132993e38f1ca4dc1af89482d_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3230047761/e89a7c3132993e38f1ca4dc1af89482d_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,"i try to be the bet fo the world ! :p !","2015-02-14 10:40:01","INT"
"616206269","Janina Castro","janinahzrom","56","20","643","0","0","Sat Jun 23 15:33:05 +0000 2012",,"en",,"WORLDWIDE","1",,,"http://a0.twimg.com/profile_images/3230032955/6aeee7bd36447285dd077c79e54ac179_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3230032955/6aeee7bd36447285dd077c79e54ac179_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,,"2015-02-14 10:40:01","INT"
"616206275","Myrtle Bowman","bowmanfdhz","65","23","641","0","0","Sat Jun 23 15:33:06 +0000 2012",,"en",,"Fairburn, GA","1",,,"http://a0.twimg.com/profile_images/3236731093/d0cdac60283d0b303f62a8ed45678b2e_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3236731093/d0cdac60283d0b303f62a8ed45678b2e_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,"Educational baby toys, organic toys, glass baby bottles infant toys, cloth diapers and or very own line of the genius baby educational toys.","2015-02-14 10:40:01","INT"
"616206311","Genevieve Page","genevieveqkf","79","20","779","0","0","Sat Jun 23 15:33:12 +0000 2012",,"en",,"Arizona","1",,,"http://a0.twimg.com/profile_images/3212916943/87f3a03c94568ea4be2295824dacb01d_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3212916943/87f3a03c94568ea4be2295824dacb01d_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,"I am a proessional gift shopper and gft consultant in the metro Phoenix area.","2015-02-14 10:40:01","INT"
"616206386","Awilda Fox","awildagxw","59","16","622","0","0","Sat Jun 23 15:32:59 +0000 2012",,"en",,"bangalore, india","1",,,"http://a0.twimg.com/profile_images/3292493572/31bf86a683558b0dd59221e8a47147bf_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3292493572/31bf86a683558b0dd59221e8a47147bf_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,,"2015-02-14 10:40:01","INT"
"616206452","Margarite Robles","roblesxyfi","64","15","649","0","0","Sat Jun 23 15:33:15 +0000 2012",,"en",,"Canada","1",,,"http://a0.twimg.com/profile_images/3230030314/4eb52bb0451fd2503bfa52ae0145b452_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3230030314/4eb52bb0451fd2503bfa52ae0145b452_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,"Making learning time a fun time and brnging fmilies together accross Canada through play!  We love Discovery Toys!","2015-02-14 10:40:01","INT"
"616206464","Delila Keller","delilanbly","81","29","756","0","0","Sat Jun 23 15:33:22 +0000 2012",,"en",,"Liverpool","1",,,"http://a0.twimg.com/profile_images/3230063065/8216f0eae225f506deb4536c3b5b3c8f_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3230063065/8216f0eae225f506deb4536c3b5b3c8f_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,"xx..","2015-02-14 10:40:01","INT"
"616206467","Iris Wiggins","wigginssfhmy","62","25","600","0","0","Sat Jun 23 15:33:05 +0000 2012",,"en",,"Where The Wilder Things Are","1",,,"http://a0.twimg.com/profile_images/3278912396/457a04bf9a750a22f36a5c1985f19ab6_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3278912396/457a04bf9a750a22f36a5c1985f19ab6_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,"im adored & im hated. im silly & serious af. im beautiful but can get real ugly!i fllw myself not trends. moneysthe motive so i stay motivated!","2015-02-14 10:40:01","INT"
"616206563","Izola Tillman","izolaywwf","70","22","621","0","0","Sat Jun 23 15:33:16 +0000 2012",,"en",,"Accra- Ghana","1",,,"http://a0.twimg.com/profile_images/3230077611/c20a1c56c8f8a06d7e5529d975fb65a3_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3230077611/c20a1c56c8f8a06d7e5529d975fb65a3_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,,"2015-02-14 10:40:01","INT"
"616206614","Brian Dickson","briangq","52","19","735","0","0","Sat Jun 23 15:33:32 +0000 2012",,"en",,"Victoria, British Columbia","1",,,"http://a0.twimg.com/profile_images/3230061784/6d673aa1c50d99c323024d9d28b341be_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3230061784/6d673aa1c50d99c323024d9d28b341be_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,"Onerand Operator of Lizard Adventure Travel, in Victoria, British Columbia.","2015-02-14 10:40:01","INT"
"616206626","Lamont Church","churchrvxn","69","25","625","0","0","Sat Jun 23 15:33:23 +0000 2012",,"en",,"WITH KYLE.","1",,,"http://a0.twimg.com/profile_images/3230056169/ead366b14bf3d550e90d34a70bde96fc_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3230056169/ead366b14bf3d550e90d34a70bde96fc_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,"I LOVE KYLE MRE THEN THE WORLD!!! MORE THEN ANYONE ELSE!!! WE TWITTER MARIED ON THE 6th JUNE!!! ♥ I love my husband!!! ♥","2015-02-14 10:40:01","INT"
"616206631","Coleen Bass","coleenbasssb","57","20","621","0","0","Sat Jun 23 15:27:31 +0000 2012",,"en",,"Indonesia","1",,,"http://a0.twimg.com/profile_images/3183055875/fac7c95357c394919a9905a2d6dfd56f_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3183055875/fac7c95357c394919a9905a2d6dfd56f_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,"Kumpulan Fakta Unik, Tips dan Trick, hal - hal yang belum terunkap, Video Lucu, dan Fenomena - fenomena yang aneh yang ada i Dunia ini.","2015-02-14 10:40:01","INT"
"616206656","Christoper Berger","christoperrzae","45","12","638","0","0","Sat Jun 23 15:33:21 +0000 2012",,"en",,"Genève - Suisse","1",,,"http://a0.twimg.com/profile_images/3230047045/1ffc255be8d6fba3a9f050e08c22118a_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3230047045/1ffc255be8d6fba3a9f050e08c22118a_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,,"2015-02-14 10:40:01","INT"
"616206664","Heike Mathews","mathewstn","57","16","631","0","0","Sat Jun 23 15:27:25 +0000 2012",,"en",,"New York City Suburbs","1",,,"http://a0.twimg.com/profile_images/3230075718/c047955ba0021bad12155529776d7a65_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3230075718/c047955ba0021bad12155529776d7a65_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,,"2015-02-14 10:40:01","INT"
"616206769","Carlota Scott","carlotazh","66","29","623","0","0","Sat Jun 23 15:27:29 +0000 2012",,"en",,"Charleston, South Carolina","1",,,"http://a0.twimg.com/profile_images/3212839728/041f53c60dfb8e5e63d30833faaae804_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3212839728/041f53c60dfb8e5e63d30833faaae804_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,"Be aware. Be informed. Beprepared - Delivering the latet investor reports and business news.","2015-02-14 10:40:01","INT"
"616207079","Jenelle Gilmore","jenellegfs","56","19","686","0","0","Sat Jun 23 15:33:53 +0000 2012",,"en",,"New York at the moment","1",,,"http://a0.twimg.com/profile_images/3284909835/b8d04cf6c793f6b462f7412339cab2e0_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3284909835/b8d04cf6c793f6b462f7412339cab2e0_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,"mnames amanda (: i love austin mahone :D hockey is my favorite sport. i play softball (:","2015-02-14 10:40:01","INT"
"616207376","Candra Dale","candradaleuyi","59","24","619","0","0","Sat Jun 23 15:34:10 +0000 2012",,"en",,"Jakarta","1",,,"http://a0.twimg.com/profile_images/3248473211/e9b45b69da550cf13c2151d22bff49b7_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3248473211/e9b45b69da550cf13c2151d22bff49b7_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,,"2015-02-14 10:40:01","INT"
"616207430","Travis Harris","harrisnllbz","58","23","603","0","0","Sat Jun 23 15:34:19 +0000 2012",,"en",,"wherever your heart is","1",,,"http://a0.twimg.com/profile_images/3230036757/4ab9d27baa4548b3d6e830c83fd372ea_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3230036757/4ab9d27baa4548b3d6e830c83fd372ea_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,"Tori , @CodySipson is my obssesion ❤  . dont judge me :) , Sunrisers Colorguard ; Softball ❤ follow so i can follow your sexy self back (:","2015-02-14 10:40:01","INT"
"616208212","Elvie Carlson","elviecarlsonqj","57","27","602","0","0","Sat Jun 23 15:29:19 +0000 2012",,"en",,"Tolland, Connecticut","1",,,"http://a0.twimg.com/profile_images/3230085067/e20ae41fd068aeeba61d7b5d0a0fee1f_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3230085067/e20ae41fd068aeeba61d7b5d0a0fee1f_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,"Digo demasiadas bobadasor segundo, los arco-iris me hacen enormemente feliz, soy un poco idiota lo sé, pero por ahora convivo con eso.","2015-02-14 10:40:01","INT"
"616208980","Kerry Fletcher","kerryfletcheras","55","21","614","0","0","Sat Jun 23 15:30:29 +0000 2012",,"en",,"Badaha","1",,,"http://a0.twimg.com/profile_images/3173857462/497dedce7cabf4afa4d6ae7618e98876_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3173857462/497dedce7cabf4afa4d6ae7618e98876_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,"Student, likewatch TV and Basktball game!","2015-02-14 10:40:01","INT"
"616209703","Renay Kirby","renaypwa","59","16","599","0","0","Sat Jun 23 15:31:25 +0000 2012",,"en",,"in Paris :]","1",,,"http://a0.twimg.com/profile_images/3230068571/6baeeb89e56df8ad5a27e81ef1c0d56f_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3230068571/6baeeb89e56df8ad5a27e81ef1c0d56f_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,"#TeamDrose #TeamBuls #TeamHeat #TemVirgo #TeamLightSkin","2015-02-14 10:40:01","INT"
"616210015","Esteban Owens","estebanly","63","20","663","0","0","Sat Jun 23 15:31:46 +0000 2012",,"en",,"The wild side","1",,,"http://a0.twimg.com/profile_images/3248476969/975d6cd645bd816d5dfdd9791c88bfda_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3248476969/975d6cd645bd816d5dfdd9791c88bfda_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,"Thinking, sinking, lying, screaming, crying, laughing, yelling, singing, reamig, walking, falling.","2015-02-14 10:40:01","INT"
"616210814","Kaitlyn Oliver","olivermsd","62","24","598","0","0","Sat Jun 23 15:38:35 +0000 2012",,"en",,"Im Everywhere","1",,,"http://a0.twimg.com/profile_images/3292507956/1d820f27f0937ec8ef2ee40795b48490_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3292507956/1d820f27f0937ec8ef2ee40795b48490_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,"There's only two things i need in life......My gawjuss baba Beckles an th fantastic lads in summerlin, love em all so i do !","2015-02-14 10:40:01","INT"
"616210933","Malvina Riddle","riddleualuz","54","16","637","0","0","Sat Jun 23 15:32:58 +0000 2012",,"en",,"NY city","1",,,"http://a0.twimg.com/profile_images/3230010948/e6dece694aa1b6d17a130800d77e9d8e_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3230010948/e6dece694aa1b6d17a130800d77e9d8e_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,"hello everyone my self xendercade, I m from NYcity i works for a private company. my hobies are playing chess and badminton.","2015-02-14 10:40:01","INT"
"616210993","Corie Watts","wattslhad","56","17","684","0","0","Sat Jun 23 15:33:05 +0000 2012",,"en",,"Look up ( must be outdoor )","1",,,"http://a0.twimg.com/profile_images/3230009880/eaa2a9d469629a9e04cc8a9feb9a4ea8_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3230009880/eaa2a9d469629a9e04cc8a9feb9a4ea8_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,"Well my otha account got suspended so im sad....dats it lol..Twifey is @Sama303, #Teaug repit","2015-02-14 10:40:01","INT"
